Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"100011","Four Year","Shermansdale Park-n-Ride","Perry         ","Park and Ride Lot","1011000","null","Construct a Park and Ride
Shermansdale near the intersection of PA-34 (Spring Road) and PA-850 (Valley Road) in Carroll Township"
"100074","Four Year","Honeymoon Trail Rd over T","Dauphin       ","Bridge Replacement","1190932","null","State Route 1017 (Honeymoon Trail Road) over Tributary to Pine Creek
Lykens Township
Bridge Replacement"
"100080","Four Year","Spring Run Road Bridge","Cumberland    ","Bridge Replacement","1299550","null","Bridge Replacement
PA 34 (Spring Run Road) over Tributary to Spring Run in Middlesex Township"
"100122","Four Year","SR4005-PA954 to Oakland Ave","Indiana       ","Resurface","3479400","null","Along SR 4005 (Indian Springs Road) from PA 954 to SR 4005 (Carter Ave) and from SR 286 (Philadelphia Street) to SR 110
White Township and Indiana Borough.
Resurfacing"
"100136","Four Year","Black Rock Road Bridge","York          ","Bridge Replacement","1204155","null","Bridge Replacement
State Route 3070 (Black Rock Road) over Tributary of West Branch Codorus Creek in West Manheim Township"
"100146","Four Year","Campground Road Bridge","York          ","Bridge Improvement","1762000","null","Bridge repair or replacement
 State Route 4045 (Campground Road) over Dogwood Run in Carroll Township"
"100151","Four Year","Carlisle Road Bridge","York          ","Bridge Replacement","2791490","null","Bridge Replacement 
 PA 74 (Carlisle Road) over Conewago Creek in Dover and Warrington Township"
"100171","Four Year","SR 322: County Line to Maple Shade","Venango       ","Resurface","100000","null","State Route 322 (28th Division Highway) from Whipporwill Road to the Clarion County line 
Rockland and Cranberry Townships
Resurfacing"
"100190","Four Year","Millersburg North Resurf","Dauphin       ","Resurface","2699705","null","Resurface
PA 147 (Peters Mountain Road) from the Northumberland County line to south of State Route 4002 (Shippen Dam Road) Upper Paxton Township, Halifax Township, and Halifax Borough"
"100207","Four Year","George St over Tylers Run","York          ","Bridge Replacement","1825697","null","Bridge Improvements
 State Route 3001 (George Street) over Tyler's Run in York Township"
"100211","Four Year","Allison Mill Road Brdg 1","York          ","Bridge Replacement","1205107","null","Bridge Replacement on State Route 3035 (Allison Mill Road) over Long Run in Manheim Township"
"100228","Four Year","Forrest Ave Resurface","York          ","Resurface","446511","null","Resurface 
PA 851 (Forrest Ave) from Sunset Drive to State Route 2097 (Mount Airy Rd) in Shrewsbury Borough
"
"100292","Four Year","PA-419 over Hammer Cr-B","Lebanon       ","Bridge Rehabilitation","717000","null","Bridge Rehabilitation
PA 419 (Schaeffer Road) over Hammer Creek Heidleberg Township"
"100293","Four Year","Cumberland Street Bridge","Lebanon       ","Bridge Rehabilitation","730325","null","US 422 (Cumberland Street) over Tulpehocken Creek in Jackson Township
Bridge improvements"
"100299","Four Year","22nd Street/ Quittapahill","Lebanon       ","Bridge Replacement","1122180","null","Bridge replacement 
State Route 3025 (22nd Street) over Quittapahilla Creek in North Cornwall Township"
"100304","Four Year","Waggoners Gap Rd over Bak","Perry         ","Bridge Replacement","1766500","null","PA 74 (Waggoners Gap Road ) bridge over Baker Creek
Spring Township
Bridge Replacement"
"100323","Four Year","Pennsylvania Ave/Market St Intersection","Warren        ","Intersection Improvement","4747000","null","State Route 1017 (Market Street) from Penn Avenue to 4th Avenue 
City of Warren
Highway Restoration/Intersection Improvements"
"100328","Four Year","Golf Rd over Little Swatara Ck","Lebanon       ","Bridge Replacement","5426249","null","Bridge replacement
Township Road 471 (Golf Road) over Little Swatara Creek in Bethel Township"
"100329","Four Year","PA 934 ovr Indiantown Run","Lebanon       ","Bridge Rehabilitation","506800","null","PA 934 (Fisher Avenue) over Indiantown Run in East Hanover Township
Bridge improvements"
"100331","Four Year","Ebenezer Rd/Swatara Cr","Lebanon       ","Bridge Replacement","5393920","null","Bridge Replacement
 PA 72 (Ebenezer Road) over Swatara Creek in Union and Swatara Townships"
"100336","Four Year","Ebenezer Rd/US 22","Lebanon       ","Bridge Rehabilitation","1217576","null","Bridge rehabilitation
 PA 72 (Ebenezer Road) over US 22 (Allentown Boulevard) in Union and Swatara Townships"
"100343","Four Year","Allentown Blvd/Trib Racc","Lebanon       ","Bridge Rehabilitation","1585000","null","Bridge rehabilitation
 US 22 (Allentown Boulevard) over Tributary to Raccoon Creek in East Hanover Township"
"100391","Four Year","Horse Valley Rd over Ho 1","Perry         ","Bridge Replacement","482511","null","State Route 3002 (Horse Valley Road) over Horse Valley Run
Toboyne Township
Culvert Replacement"
"100394","Four Year","Horse Valley Rd over Ho 2","Perry         ","Bridge Replacement","0","100391","State Route 3002 (Horse Valley Road) over Horse Valley Run
Toboyne Township
Culvert Replacement"
"100425","Four Year","Airport Road over Bixler","Perry         ","Bridge Replacement","1545770","null","State Route 3007 (Airport Road) over Bixler Run
Northeast Madison Township
Bridge Replacement"
"100441","Four Year","Hidden Valley Rd over Shm","Perry         ","Bridge Replacement","0","100304","State Route 3010 (Hidden Valley Road) over Sherman's Creek
Tyrone Township
Bridge Replacement"
"100443","Four Year","Roaring Cr to Southern Dr","Columbia      ","Resurface","5583360","null","Roaring Cr to Southern Dr
Catawissa Twp
Resurface Roadway"
"100449","Four Year","Buckwheat Val Rd over Bck","Perry         ","Bridge Replacement","1143100","null","State Route 4006 (Buckwheat Valley Road) over Buckwheat Run
Tuscarora Township
Bridge Replacement"
"100452","Four Year","SR 4002 over Snake Creek","Susquehanna   ","Bridge Preservation Activities","3350000","null","Bridge Preservation on State Route 4002 (Murphy Corners Road) over Snake Creek, in Liberty Township, Susquehanna County."
"100466","Four Year","Little Buffalo Rd ov L 1","Perry         ","Bridge Preservation Activities","925000","null","State Route 4010 (Little Buffalo Road) over Little Buffalo Creek
Juniata and Centre Townships
Bridge Rehabilitation"
"100483","Four Year","SR 54 from SR 254 to SR 3008","Montour       ","Resurface","0","93524","SR 54 from SR 254 to SR 3008,
Valley & Derry Twps
Mill and Resurface Roadway"
"100487","Four Year","SR 632 over Tributary Lily Lake","Lackawanna    ","Bridge Preservation Activities","1354000","null","Bridge preservation on State Route 632 (Main Street) over Tributary to Lily Lake in Dalton Borough, Lackawanna County."
"100499","Four Year","SR 4036 over Branch Falls Creek","Lackawanna    ","Replace/Rehab","906500","null","Bridge replacement on State Route 4036 (Falls Road) over Branch of Falls Creek, in Newton Township, Lackawanna County."
"100508","Four Year","SR 1005 over Becker's Creek","Luzerne       ","Replace/Rehab","511752","null","Bridge rehabilitation/replacement on State Route 1005 (Huntsville Road) over Becker's Creek in Jackson Township, Luzerne County."
"100521","Four Year","SR 3022: National Forge Rd","Warren        ","Resurface","3031220","null","State Route 3022 (East Main Street/National Forge Road) from the Youngsville Borough line to US 62 
Brokenstraw Township
Resurfacing"
"100531","Four Year","Marietta Avenue over NS","Lancaster     ","Bridge Rehabilitation","1090150","null","Bridge Rehabilitation
PA 23 (Marietta Avenue) over Norfolk Southern Railroad in East Hempfield Township"
"100540","Four Year","Group 4-18-ST 10","Lackawanna    ","Restoration","2000000","null","Resurface PA 632 from SR 4018 (Abington Road) to SR 0247 (Wildcat Road) and US 11 from Mifflin Avenue to US 6 (Northern Boulevard) in Waverly, Scott, and South Abington Townships and Dalton Borough, Lackawanna County"
"100543","Four Year","Millersville Rd Bridge","Lancaster     ","Bridge Improvement","1980545","null","Bridge improvements PA 741 (Millersville Road) over Conestoga River in Lancaster Township"
"100555","Four Year","SR 6, McKean Co to Fishing Crk","Potter        ","Resurface","7148635","null","US 6 from McKean Co Line toward Mina
Roulette Township
Resurfacing/Bridge Preservation"
"100592","Four Year","Horseshoe Rd over Amtrak","Lancaster     ","Bridge Preservation Activities","836401","null","Bridge Preservation"
"100606","Four Year","Jacks Run Rd Br ov Jacks R","Allegheny     ","Bridge Replacement","2050000","null","Bridge replacement on Jacks Run Road over branch of Jacks Run in White Oak Borough, Allegheny County."
"100618","Four Year","PA 136 Rainbow Run ov Beckets","Allegheny     ","Bridge Replacement","1950000","null","Bridge replacement on PA 136, Monongahela Road over Beckets Run, intersection with State Route 2013, in Forward Township, Allegheny County."
"100624","Four Year","Tarentum Bridge ov NS RR","Allegheny     ","Bridge Rehabilitation","34321000","null","Bridge restoration/replacement on PA 366, Tarentum Bridge over Norfolk Southern Rail and Allegheny River, in Tarentum Borough, Allegheny County."
"100635","Four Year","PA 910 over Rawlins Run","Allegheny     ","Bridge Replacement","1700000","null","Bridge replacement on PA 910, Gibsonia Road over Rawlins Run, in Indiana Township, Allegheny County"
"100636","Four Year","Millers Run ov Dolphin Rn","Allegheny     ","Bridge Replacement","2355728","null","Bridge replacement or rehabilitation on PA 978, Millers Run Road over Dolphin Run, near State Route 3026, in South Fayette Township, Allegheny County"
"100637","Four Year","Clinton Rd ov NB Robinson","Allegheny     ","Bridge Replacement","2400000","null","Bridge replacement/rehabilitation on PA 978, Clinton Road over North Branch Robinson Run, in North Fayette Township, Allegheny County"
"100743","Four Year","East Washington Street Br","Lawrence      ","Bridge Replacement","9200000","null","Bridge replacement/restoration on SR2006, East Washington Street over Neshannock Creek in the City of New Castle in Lawrence County."
"101002","Four Year","Meadow Valley Road Bridge","Lancaster     ","Bridge Replacement","740172","null","Bridge Replacement"
"101004","Four Year","Butter Rd over Kurtz Run PM","Lancaster     ","Bridge Preservation Activities","0","100543","Bridge Preservation"
"101009","Four Year","Stevens Road Bridge PM","Lancaster     ","Bridge Rehabilitation","2545337","null","Bridge Rehabilitation"
"101043","Four Year","SR 171 over High Bridge Creek","Susquehanna   ","Replace/Rehab","1750000","null","Bridge rehabilitation/replacement on State Route 171 (State Street) over High Bridge Creek in Great Bend Township, Susquehanna County."
"101093","Four Year","Spring Road over Little J","Perry         ","Bridge Replacement","0","99983","PA 34 (Spring Road) over Little Juniata Creek
Centre Township
Bridge Replacement"
"101099","Four Year","SR 170 over Lackawaxen River","Wayne         ","Replace/Rehab","1417450","null","Bridge rehabilitation/replacement on State Route 170 (Creek Drive) over the Lackawaxen River Clinton Township, Wayne County."
"101100","Four Year","SR6 & SR 187 Intersection","Bradford      ","Intersection Improvement","4500000","null","SR 6 and SR 187 Intersection
Wysox Township
Intersection Improvement"
"101108","Four Year","PA 850 over Trib Shermans","Perry         ","Bridge Replacement","0","99983","PA 850 over Tributary to Sherman's Creek
Carroll Township
Bridge Replacement"
"101109","Four Year","SR199 to NY State Line SB","Bradford      ","Resurface","3012000","null","US 220 SB from New York State line to State Route 199
Athens and South Waverly Boroughs and Athens Township
Resurfacing"
"101113","Four Year","Stoney Run Bridge #1","Indiana       ","Bridge Replacement","6406855","null","Existing structure carrying US 119 over Stoney Run
Center Township
Bridge Replacement"
"101146","Four Year","SR 3001 over Kasson Brook","Wyoming       ","Bridge Rehabilitation","1350000","null","Bridge rehabilitation on State Route 3001 over Kasson Brook, in Forkston Township, Wyoming County."
"101154","Four Year","SR 11 over Branch of Tunkhannock Creek","Wyoming       ","Replace/Rehab","954150","null","Bridge replacement on State Route 11 over the Branch of Tunkhannock Creek, in Clinton Township, Wyoming County."
"101165","Four Year","Frankfort Road Bridge","Beaver        ","Bridge Replacement","12353000","null","Bridge rehabilitation/replacement on Frankfort Road over Raccoon Creek in Potter Township, Beaver County."
"101173","Four Year","PA 168 over Jordan Run","Beaver        ","Bridge Replacement","2585000","null","Bridge rehabilitation/replacement on PA 168 over Jordan Run in New Galilee Borough, Beaver County."
"101285","Four Year","Main St to Decker St","Tioga         ","Reconstruct","0","99424","State Route 2005 (Main Street) from Main Street to Corey Street 
Mansfield Borough
Reconstruct"
"101292","Four Year","US6 & PA660 Intersection","Tioga         ","Intersection Improvement","2897000","null","US 6, PA 660, and State Route 4002 (Charleston Rd) 
Charleston Township
Intersection realignment"
"101300","Four Year","PA 72 over Chiques Creek","Lancaster     ","Bridge Replacement","654300","null","PA 72 (Lancaster Road) over Chiques Creek
Manheim Boro and Penn Township
Bridge Replacement"
"101335","Four Year","Welcome Center to NY Line","Tioga         ","Resurface","3515500","null","US 15 NB and SB from Welcome Center to New York State Line 
Tioga and Lawrence Townships and Lawrenceville Borough
Resurfacing"
"101386","Four Year","SR 29 over Pikes Creek","Luzerne       ","Bridge Preservation Activities","2175000","null","Bridge preservation on State Route 29 over Pikes Creek in Lehman Township, Luzerne County."
"101388","Four Year","SR 1036 over Abrahams Creek","Luzerne       ","Bridge Preservation Activities","660000","null","Bridge preservation on State Route 1036 (Caverton Road) over Abrahams Creek in Kingston Township, Luzerne County."
"101390","Four Year","SR 1001 over Carley Brook","Wayne         ","Bridge Preservation Activities","237550","null","Bridge preservation on State Route 1001 (Bunnell Pond Road) over Carley Brook in Honesdale Borough, Wayne County."
"101479","Four Year","SR 115 Pipe Replacement","Luzerne       ","Drainage Improvement","2950000","null","Pipe Replacement on State Route 115 (Bear Creek Boulevard) between Township Road 457 (Old East End Boulevard) to State Route 2039 (Pittston Boulevard), in Bear Creek Township, Luzerne County."
"101505","Four Year","Centerville Road Widening","Lancaster     ","Widen","0","64767","Widen Centerville Road (T-408) to 5 lanes from PA 23 (Marietta Avenue) to PA 462 (Columbia Avenue)
East Hempfield Township
Widen Road"
"101572","Four Year","SR 611 Resurface - Bucks Co Line to Browns Dr.","Northampton   ","Resurface","2394704","null","PA 611 from Bucks County line to T-396 (Browns Drive) 
Williams Township
Resurfacing (Pave)"
"101791","Four Year","SR 590 over Branch of Ariel Creek","Wayne         ","Replace/Rehab","1267600","null","Bridge replacement on State Route 590 (Hamlin Highway) over Branch of Ariel Creek in Salem Township, Wayne County"
"101927","Four Year","SR 437 over Railroad","Luzerne       ","Bridge Preservation Activities","1100000","null","Bridge preservation on PA 437 (Woodland Road) over Reading Blue Mountain and Northern Railroad in in Fairview Township, Luzerne County."
"101981","Four Year","SR 590 Safety Improvements","Pike          ","Safety Improvement","2181000","null","Install signing, pavement markings, guiderail updates, high friction surface treatments on State Route 590 from between Wayne / Pike County Line to Stabler Road  to West Falls Creek in Lackawaxen Township, Pike County."
"102000","Four Year","SR 2010, SR 1036, SR 3024 Bridge Preservation","Luzerne       ","Bridge Preservation Activities","1100000","null","Bridge preservation on State Route 2010 (South Main Street)
Bridge preservation on State Route 1036 (Caverton Road)
Bridge preservation on State Route 3024 (Weston Road)"
"102012","Four Year","Group 4-22-ST 1","Lackawanna    ","Resurface","2000000","null","Resurface sections of the following State Routes: SR 590, SR 3021, SR 690 in Elmhurst, Roaring Brook, Madison, Newton, Spring Brook and Jefferson Townships, Moscow Borough and the City of Scranton, Lackawanna County."
"102030","Four Year","SR 2002 (San Souci Parkway) Reconstruction","Luzerne       ","Restoration","26950000","null","Reconstruction on State Route 2002 (San Souci Parkway) from Township Road (Loomis Street) to State Route 2005 (Carey Avenue) in Hanover Township, Luzerne County."
"102041","Four Year","I-90: MP 10.5 to 14.5 Reconstruct - #6","Erie          ","Reconstruct","60039941","null","Interstate 90 (American Veterans Memorial Highway) from before Mill Road to just past Doggett Road
Girard and Fairview Townships
Reconstruction"
"102096","Four Year","Group 4-21-ST 1","Lackawanna    ","Restoration","2000000","null","Resurface sections of SR 106, SR 1008, SR 1012, SR 1014, SR 1015, SR 1023, SR 3029, SR 4004, SR 4030, Various Municipalities, Lackawanna County."
"102116","Four Year","SR 2005 Reconstruction","Luzerne       ","Restoration","8200000","null","Reconstruction on State Route 2005 (Blackman Street) from State Route 6309 (Mountain Boulevard) to State Route 2002 (Sans Souci Parkway) in the City of Wilkes Barre, and Wilkes Barre and Hanover Townships, Luzerne County."
"102117","Four Year","Group 4-22-ST 1","Lackawanna    ","Restoration","2000000","null","Resurfacing on State Routes, 438, 1001, 1016, 4005, 4009, Various Municipalities, Lackawanna County."
"102272","Four Year","Holland@Buck Rd O/Mill Cr","Bucks         ","Bridge Replacement","10095000","null","Holland Road at Buck Road & Route 352
NorthamptonTownship, Bucks County
Bridge Replacement, Intersection Improvement"
"102273","Four Year","Ridge/Germantwn Intrs Re-Alignmnt","Montgomery    ","New Bridge","17200000","null","Ridge Pike/Germantown Intersection Re-Alignment -Phase 1 of 2nd Collegeville Bridge Crossing
Coll. Boro/Lwr Provdnce Twp, MontCo
Construct add'l bridge o/Perkiomen Crk"
"102810","Four Year","CSVT to SR 11","Northumberland","Widen","15070562","null","T-703 & SR 1024 (Ridge Road) from SR 147 to US 11,
Point (Twp)
Roadway improvements to accommodate potential additional traffic anticipated to be generated by construction of CSVT."
"102811","Four Year","CSVT ITS","Snyder        ","Variable Message Signs","16603297","null","US 15 and New Roadway (CSVT) in Various Municipalities in Northumberland, Snyder, & Union Counties.
Installation of ITS devices"
"102951","Four Year","Snyder Co Pipe Liner ROW","Snyder        ","Drainage Improvement","10000","null","Pipe liner
SR 104"
"103011","Four Year","SR 487 over Abandoned RR","Columbia      ","Bridge Removal","1920000","null","SR 487 over Abandoned Railroad,
Scott (Twp)
Bridge Removal"
"103234","Four Year","Shady Hill Rd to SR 54","Montour       ","Resurface","225000","null","Resurfacing
SR 4003
Limestone & Anthony Twps"
"104821","Four Year","I-476 Travel Management","Delaware      ","Traffic System Management","55750000","null","I-476 Travel Management
Delaware County
Active Travel Management

"
"104879","Four Year","Cheyney Rd Bridge Replacement","Delaware      ","Bridge Replacement","905000","null","Cheyney Rd Bridge Replacement
Thornbury Township, Delaware County
Bridge replacement"
"106124","Four Year","US 220 over Ramp A (to West Fourth St.)","Lycoming      ","Bridge Improvement","17228252","null","SR 220 over Ramp A, T-331 and SEDACOG RR
Woodward Twp
Bridge improvement"
"106662","Four Year","I-76 Integrated Corridor Management","Montgomery    ","Miscellaneous","239735000","null","I-76 Integrated Corridor Management
Montgomery County
Corridor Management"
"107551","Four Year","SR30/SR10 to Business 30 Int. Imp","Chester       ","Interchange Improvement","87110000","null","SR30/SR10 to Business 30 
Sadsbury and West Sadsbury Twp. 
Chester County
Interchange Improvements"
"107553","Four Year","SR30 & Airport Rd Interchange Imp.","Chester       ","Interchange Improvement","272409000","null","SR30 & Airport Rd
Valley & West Caln Townships, 
Chester County
Interchange Imp.
"
"107554","Four Year","US30 & PA82 Interchange Imp.","Chester       ","Interchange Improvement","141323000","null","US30 & PA82 
Valley & Caln Twp. Chester County
Interchange Improvements"
"109773","Four Year","PA 18: PA 358 - Mill Hill Rd.","Mercer        ","Restoration","3309000","null","3R project on SR 18  from State Route 358 to the Greenville Borough line in Greenville Borough and Hempfield Township; Mercer County"
"112784","Four Year","State College Area Connector","Centre        ","New Roadway","307000000","null","SR 322/144/45
Potter, Harris, Spring, Benner, and College Townships, and Centre Hall Borough
Planning and design of roadway improvements 
State College Area Connector"
"141","Twelve Year","SR 2010: Pwdr Mill Run Br","Crawford      ","Bridge Rehabilitation","350000","null","State Route 2010 (Franklin Pike Road) Bridge over Powder Mill Run East of Cochranton 
Wayne Township
Bridge Rehabilitation/Restoration"
"622","Twelve Year","PA 97: French Ck Brdg","Erie          ","Bridge Rehabilitation","360000","null","State Route 97 (Union City Road) Bridge over French Creek
Le Boeuf Township
Bridge Rehabilitation/Restoration/ Replacement"
"995","Twelve Year","Columbus Ave, Corry Brdg","Erie          ","Bridge Rehabilitation","200000","null","State Route 6 (Columbus Avenue) Bridge over Hare Creek
City of Corry
Bridge Rehabilitation/Restoration"
"1172","Twelve Year","US 20 over CN RR","Erie          ","Bridge Rehabilitation","1450000","null","State Route 20 (Ridge Road) Bridge over the Bessemer and Lake Erie Railroad (DOT #544823W)
Girard Township
Bridge Restoration/Rehabilitation/Replacement"
"1280","Twelve Year","Remington Rd/I-90","Erie          ","Bridge Rehabilitation","3250000","null","State Route 1103 (Remington Road) Bridge over Interstate 90 (American Veterans Memorial Highway) 
North East Township
Bridge Replacement/restoration"
"1288","Twelve Year","Gay Road over I-90","Erie          ","Bridge Replacement","3000000","null","State Route 1019 (Gay Road) Bridge Interstate 90 (American Veterans Memorial Highway)
North East Township
Bridge Replacement/restoration"
"1463","Twelve Year","SR 1008 Bridge over Otter Creek","Mercer        ","Bridge Preservation Activities","200000","null","State Route 1008 (District Road) Bridge over Otter Creek just two miles north of Fredonia
Delaware Township
Bridge Preservation/restoration/replacement"
"1475","Twelve Year","SR 4002 Coal Hill Road Bridge over Big Run","Mercer        ","Bridge Preservation Activities","200000","null","State Route 4002 (Coal Hill Road) Bridge over Big Run just southwest of Greenville
West Salem Township
Bridge Preservation/restoration/replacement"
"2474","Twelve Year","PA 426: Corry Road Bridge","Warren        ","Bridge Replacement","710000","null","State Route 426 (Corry Road) Bridge over Elk Run
Columbus Township
Bridge Replacement"
"2477","Twelve Year","PA 27: Grand Street Bridge","Warren        ","Bridge Replacement","700000","null","State Route 27 (Grand Street) Bridge over Caldwell Creek
Eldred Township
Bridge Replacement"
"2759","Twelve Year","Park Avenue Widening","Centre        ","Add Turning Lane","8395557","null","SR 3007, Hospital Drive to Shortlidge Road
College Township & State College Boro.
Safety Improvement"
"3557","Twelve Year","PA 153 Beaver Run Br.","Clearfield    ","Bridge Improvement","2495499","null","SR 153 over Beaver Run 
Houtzdale Borough
Bridge Improvements"
"3859","Twelve Year","PA 44/Pine Creek Br.","Clinton       ","Bridge Improvement","8403782","null","SR 44 over Pine Creek
Grugan Township
Bridge Improvement"
"3861","Twelve Year","Laurel Run Bridge","Clinton       ","Bridge Improvement","2369268","null","SR 150 over Laurel Run
Bald Eagle Township
Bridge Improvement"
"4161","Twelve Year","SR 2006 over Delaware Crk","Juniata       ","Bridge Improvement","1769554","null","SR 2006 over Delaware Creek
Delaware Township
Bridge Improvement"
"4189","Twelve Year","PA 75 Hunter's Ck.","Juniata       ","Bridge Improvement","3915597","null","SR 75 over Hunters Creek
Turbett Township
Bridge Improvement"
"4208","Twelve Year","Tuscarora Creek Br.","Juniata       ","Bridge Improvement","3027033","null","SR 850 over Tuscarora Creek
Tuscarora Township, North of Honey Grove
Bridge Improvement"
"4334","Twelve Year","Pennbrook Run Bridge 2","McKean        ","Bridge Improvement","1761682","null","SR 646 over Pennbrook Run Bridge 2
Foster Township 
Bridge Improvement"
"4582","Twelve Year","Lewistown Narrows Rehab","Mifflin       ","Restoration","8333689","null","Lewistown Narrows
SR 22 & 322
Highway Restoration"
"4679","Twelve Year","Treaster Run Bridge","Mifflin       ","Bridge Improvement","3385680","null","SR 1003 over Treaster Run 
Armagh Township
Bridge Improvement"
"4705","Twelve Year","2020 SEDA-COG Br. Preserv","Mifflin       ","Bridge Improvement","598900","null","7 Bridge Structures
Wayne, Oliver, Armagh, and Derry Townships
Bridge Improvements"
"5536","Twelve Year","SR 1025 over Tributary to Briar Creek","Columbia      ","Bridge Rehabilitation","1275000","null","SR 1025 over Tributary to Briar Creek,
Briar Creek (Twp)
Bridge Rehabilitation"
"5621","Twelve Year","SR 1022 ov Fishing Creek","Columbia      ","Bridge Rehabilitation","968000","null","State Route 1022 over Fishing Creek,
Fishing Creek (Twp)
Bridge Rehabilitation"
"5622","Twelve Year","SR 1022 over Old Channel","Columbia      ","Bridge Rehabilitation","970000","null","SR 1022 (Zaner's Bridge Rd) over Old Channel,
Fishing Creek (Twp),
Bridge Rehabilitation"
"5635","Twelve Year","SR 487 ov Tb Roaring Crk","Columbia      ","Bridge Replacement","1010000","null","SR 487 (Southern Drive) over Tributary to Roaring Creek,
Franklin (Twp),
Bridge Replacement"
"6128","Twelve Year","SR 14 over Trout Run","Lycoming      ","Bridge Replacement","380000","null","SR 14 over Trout Run

Lewis Township
41001400300400"
"6206","Twelve Year","SR 414 over Pine Creek","Lycoming      ","Bridge Rehabilitation","840000","null","SR 414 over Pine Creek,
Brown (Twp),
Bridge Truss Rehabilitation"
"6209","Twelve Year","SR 4001 ov Lt Pine Creek","Lycoming      ","Bridge Rehabilitation","9072499","null","SR 4001 (Little Pine Creek Road) over Little Pine Creek
Pine Township
Bridge Rehabilitation"
"6704","Twelve Year","SR 61 over Shamokin Creek","Northumberland","Bridge Replacement","4812827","null","State Route 61 over Shamokin Creek,
Shamokin (Twp)
Bridge Replacement"
"7327","Twelve Year","SR 4002 ovr Charleston Rn","Tioga         ","Bridge Improvement","1385000","null","State Route 4002 (Charleston Street)  over Charleston Run
Wellsboro Borough
Bridge rehabilitation"
"9354","Twelve Year","SR 4004 over Blooming Grove Creek","Pike          ","Bridge Rehabilitation","350000","null","Bridge rehabilitation on State Route 4004 (Gumbletown Road) over Blooming Grove Creek in Blooming Grove Township, Pike County."
"9411","Twelve Year","SR 1006 over Shohola Creek","Pike          ","Replace/Rehab","285000","null","Bridge rehabilitation on State Route 1006 over Shohola Creek in Shohola Township, Pike County."
"9723","Twelve Year","SR 492 over Little Butler Creek","Susquehanna   ","Replace/Rehab","500000","null","Bridge rehabilitation/replacement on State Route 492 (Jackson Street) over Little Butler Creek in Jackson Township, Susquehanna County."
"9979","Twelve Year","SR 4043 over Branch Sherman Creek","Wayne         ","Replace/Rehab","650000","null","Bridge rehabilitation/replacement on State Route 4043 (Sherman Road) over Branch of Sherman Creek Scott Township, Wayne County."
"12611","Twelve Year","Minersville Arch Bridge","Schuylkill    ","Replace/Rehab","17920","null","SR 4042 over West Branch of the Schuylkill River
Minersville Borough
Schuylkill County
Bridge Replacement or Rehabilitation"
"19075","Twelve Year","Green Hill Road Bridge","Dauphin       ","Bridge Replacement","1032750","null","GREEN HILL ROAD BRDG"
"19110","Twelve Year","Luxemburg Road Bridge 2","Dauphin       ","Bridge Replacement","2367250","null","SR 4002 (Luxemburg Road) over Pine Creek
Lykens Township
Bridge Replacement"
"19763","Twelve Year","Strasburg Pk over Pequea Creek","Lancaster     ","Bridge Replacement","2707000","null","Bridge replacement
SR 2029 (Strasburg Pike) over Pequea Creek
West Lampeter and Strasburg Township."
"20576","Twelve Year","Juniata Parkway ov Cocolamus Ck","Perry         ","Bridge Rehabilitation","1298247","null","Juniata Parkway (SR 1015) over Cocolamus Creek
Greenwood Township
Bridge Rehabilitation"
"20578","Twelve Year","Center Road Bridge","Perry         ","Bridge Rehabilitation","214000","null","SR 3001 over Shultz Creek
Toboyne Township
Bridge Rehabilitation"
"20970","Twelve Year","Bonair Road Bridge 1","York          ","Bridge Replacement","1255000","null","Bridge replacement 
 State Route 3011(Bonair Road) over Centerville Creek in Codorus and Shrewsbury Townships"
"20972","Twelve Year","Porters Road Bridge 1","York          ","Bridge Preservation Activities","236000","null","Bridge preservation
State Route 3047(Porters Road) over Oil Creek in Heidelberg Township
"
"20973","Twelve Year","Kraftmill Road Bridge","York          ","Bridge Preservation Activities","681000","null","Bridge preservation 
 State Route 3047(Iron Ridge Road) over the North Branch of Codorus Creek in Heidelberg Township and North Codorus Township
"
"20976","Twelve Year","Browntown Road ov Pine Run","York          ","Bridge Replacement","1400000","null","SR 2056 (Browntown Road) over Pine Run
Chanceford and Windsor Township
Bridge Replacement"
"21140","Twelve Year","US 15 Pipe Culvert Replacement","York          ","Bridge Rehabilitation","700000","null","US 15 over a Tributary to Yellow Breeches Creek 
Carroll Township
Large Pipe (9' diameter) Replaced with Box Culvert"
"21366","Twelve Year","S Loysburg Beaver Crk Brg","Bedford       ","Bridge Rehabilitation","8595542","null","Over Beaver Crk 
South Woodbury Twp
Bridge Rehabilitation"
"21570","Twelve Year","Bobs Creek Bridge","Bedford       ","Bridge Improvement","5848042","null","Over Bobs Creek
Pavia Township
Bridge Improvement"
"22083","Twelve Year","California Run Bridge","Blair         ","Bridge Improvement","10000","null","Over California Run
Snyder Township
Bridge Improvement"
"22127","Twelve Year","Three Springs Run Bridge","Blair         ","Bridge Improvement","10000","null","Over Three Springs Run
Snyder Township
Bridge Improvement"
"22441","Twelve Year","Lit. Brubaker Run Br","Cambria       ","Bridge Replacement","1613251","null","Over Little Brubaker Run
Elder Township
Bridge Replacement"
"23462","Twelve Year","PA653 Laurel Hill Crk Brg","Somerset      ","Bridge Improvement","10000","null","Over Laurel Hill Creek
Middlecreek Township
Bridge Improvement"
